DATE1,CUSTNAME,CUSTNMBR,ADRSCODE,Service_Call_ID,Record_Notes
- Will return tomorrow to continue.
- Job incomplete

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/75995520-F8ED-4509-9F0C-A9D30C7F18F8"

2023-05-11 00:00:00,"",CVCA001,SMECO,23-02230,"SMECO
Wednesday 5-10-2023
CU-1 Master Module
Mod.# REYQ144XAYDA
Ser.# 2002305793
Sub Module 
Mod.# REYQ144XAYDA
Ser.# 2002307883
FCU: 15/ BS Box: 15

Work Performed:
- Arrived on site and met with Zach Dixon and POC Shawn. 240-577-1049.
- Went to the roof and checked the FCU and BS counts. 15/15
- Checked the nitrogen pressure from yesterday. Yesterday it was 450 psi at 75 ° ambient. This morning the pressure is at 434 psi at 54° ambient. This is within the allowable pressure drop due to temperature drop.
- Released the nitrogen and triple evacuated the system to 210 microns. 
- Began micron rise test at 210 microns. 
- Drilled the compressor sumps and drained the oil into mason jars. Tested the oil from both compressors to check for acid. The TKO Acid Test Kits indicated no presence of acid.
- The oil from the Master module compressor was a dark gray color. The oil from the sub module compressor looked to be a normal color.
- After one hour the microns are at 370. Passed micron rise test.
- Charged the system with 109.3 lbs of Havtech provided 410A.
- Removed the old inverter board in the master module and the inverter board in the sub module.
- Installed the new inverter board in the master module and the new inverter board in the sub module.
- Reinstalled the compressor jackets.
- Left system in recovery mode and left the high pressure switch unplugged to keep the system from starting.
- Put all the panels back on both modules.
- Cleaned up the roof and got all the tools and rigging supplies of the roof. 
- Will return tomorrow to continue.
- Job incomplete.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/B8F12ADA-0CC5-4629-9B42-509073F12FE6"

2023-05-15 00:00:00,"",CVCA001,SMECO,23-02230,"SMECO
Monay 5-15-2023
Tech: Jeff D
CU-1 Master Module
Mod.# REYQ144XAYDA
Ser.# 2002305793
Sub Module 
Mod.# REYQ144XAYDA
Ser.# 2002307883
FCU: 15/ BS Box: 15

Work Performed:
- Arrived on site and found System CU-1 in L9-13 alarm.
- Checked the master module compressor to see if it is grounded. It is not grounded. 
- Megged the compressor with the Fluke meter. All 3 legs to ground register 550 mega ohms. Compressor checks out as good. 
- Pulled the inverter board out of the unit and found that the inver board is burned up at the wiring connection for the compressor. 
- Screw terminals are tight, but all three phases are burned. 
-  He led for proper wiring on the compressor. Compressor is wired correctly.
- Rechecked compressor pert number and voltage. This is the correct compressor.
- Need to replace the V1R Diod bridge, A3P Inverter Board and the compressor wiring harness. From there we can check to make sure the compressor is functional. 
- Will submit parts order through XOI.
- 
Parts Needed:
A3P- Inverter Board
V1R- Diod Bridge
Compressor Wire Harness

- Job incomplete.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/B6AFA9CC-CD90-4D58-9D03-F1BBEA16B4A9"

2023-05-15 00:00:00,"",CVCA001,SMECO,23-02230,"SMECO
Friday 5-12-2023
CU-1 Master Module
Mod.# REYQ144XAYDA
Ser.# 2002305793
Sub Module 
Mod.# REYQ144XAYDA
Ser.# 2002307883
FCU: 15/ BS Box: 15

Work Performed:
- Arrived on site and met with Zach Dixon and POC Chip Thomas . 240-320-5836.
- Went to the roof and connected the service checker to VRV System CU-1.
- Started the system in cooling mode and checked operation of the new compressors.

Master 
Cooling Mode
95 RPS
DSH: 63
SSH: 25
SSC: 19
Upper Heat X: 158°
Lower Heat X: 158°

Sub Module
95 RPS
DSH: 63
SSH: 25
SSC: 18
Upper Heat X: 168.8
Lower Heat X: 168.8

- Checked the oil return lines to make sure oil is getting back to the compressors. They are operating properly at this time.

All15 FCU’s have a 3-15° splits across the coil.
- Went inside and spot checked a couple filters.  Slightly dusty, but not blocking airflow.

- Checked the system for cross wiring.
I13: good
I1: good
I4: good
I3: good
I6: good
I14: good
I2: good
I5: good
I7: good
I15: good
I12: good
I9: good
I10: good
I11: good
18: 1-00 good
I3: 1-11 good

Performed 50/50 test to check for bleed-by.
I7: good
I8: good
I9: good
I10: good
I11: good
I12: good
I15: good
I1: good
I3: good
I4: 1-12 reset good
I5: good
I6: good
I10: good
I11: good
I13: 1-14 rm 501 reset good
I14: 1-09 Rm 229 FCU-33 Crew Locker Rm reset. Good
- System is functioning properly at this time.
- Job Complete.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/39B3437C-6255-4940-968E-C2432116B22C"

2023-06-07 00:00:00,"",CVCA001,SMECO,23-03857,"SMECO HP 1
Main M# REYQ144XAYDA S# 2002305793
Sub1 M# REYQ144XAYDA S# 2002307883
15 IDU 15 BS 
Work performed 
- arrived onsite and got access to the building and found HP 1 turned off.
- Powered up the unit and performed a hard reset and got the correct count with no errors. 
- Powered the system down and removed the inverter section of the main CU. Found everything wired correctly but found the wires from the diode bridge negative and positive side pulled the the noise filter donut on the line side of the diode bridge.Also found very little heat sink compound on the back of the inverter boards when the sub cooler was removed.
- Performed diode test on the inverter board which passed and on the fan drivers which both passed.
- Put back the inverter section and added heat sink to the back of the inverter boards.
- Megged the compressor in the main CU and was ok then megged both fan motors which was fine also.
- Ran the system in test mode and on pressurization noticed fan 2 started on the sub 1 CU. Came out of test and found the condenser fan were cross wired. Corrected then ran test mode passed and started up in cooling. Hooked up service checker and amp draws looked good on both compressors as well as temps and pressures. Set the system to cool at 73 degrees and is back online engineer will stay in contact on operation.
She"

2023-03-14 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe/ TurnTide
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Verified proper wire for final VRV system to be added to TurnTide enclosure 
- Rerouted wire to TurnTide enclosure 
- Installed Daikin Service Checker on final VRV system
- Programmed and addressed wall sensors on existing second floor system (12)
- Verified new addresses on Daikin Service Checker 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F9F5FD38-A0E6-43A0-AD18-5F05D30E70C9"

2023-03-16 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe/ TurnTide
HP (013)
M# RXYQ120TAYDU
S# 1802039253
VRV (012)
M# REMQ120PBTJ
S# N/A
M# REMQ120PBTJ 
S# N/A
- Addressed upper roof Heat Pump (013) and VRV (012) Outdoor Units 
- Installed Daikin Service Checker and verified addresses
- Performed job clean off and loaded IES truck with tools and materials 
- Continued insulating hallway main piping and installing additional hangers 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/096673CF-0752-4941-BBD6-6EAB2D31B2F3"

2023-03-21 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe Repair 
Main
M# REYQ144XATJB 
S# 2211026967
- Replaced Inverter assembly (A3P, A4P, A5P), Magnetic Contactor assembly, and Noise Filter PCB (A2P)
- Energized system 
- Verified Indoor Unit and BS count (13)
- Placed system into ‘Recovery’ Mode for the night to allow operation of crankcase heaters. Will get system functioning in the morning.


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F304ADAB-E839-4F3C-B100-51AFE21EC989"

2023-03-22 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Removed system from ‘Recovery’ mode
- Verified Indoor Unit and BS box count (13)
- Installed terminal strip in TurnTide panel for Daikin Service Checker 
- Installed Daikin Service Checker and recorded data 
- Placed system into ‘Heat’, ‘Fan’, and ‘Cooling’ modes respectively and analyzed data NOTE: Found Indoor Units (2) that need looked into (1-02/ 1-07). Indoor gas and liquid temperatures are not equalizing in ‘Fan’ mode. Zach generated a quote XOI
- Finished cleaning out storage garage


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/32389E40-853E-40F2-BBA2-87916DF2E4EB"

2023-03-06 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Picked up refrigerant from shop
- System pressure held at 550psi of nitrogen 
- Picked up insulation and materials from United Refrigeration 
- Insulated kitchen BS box and ball valves
- Continued insulating main piping in kitchen
- Cleaned kitchen 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/960C0773-8341-4C29-992D-EDA453C71E81"

2023-03-20 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Picked up machine screws for board replacement tomorrow 
- Started insulating hallway BS box Indoor Units
- Added additional hangers when necessary 
- Picked up parts from IES for repair tomorrow 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/32F17592-3B6A-4F87-AA9C-793FB4F5759C"

2023-03-08 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Installed TurnTide enclosure 
- Ran conduit from TurnTide enclosure to existing controls junction box 
- Installed VRV module in TurnTide enclosure that was shipped separately 
Cafeteria System
M# REYQ144PBTJ
S# N/A
4 Indoor Units/ 3 Wall Sensors
- Programmed and addressed existing wall sensors (3) on the Cafeteria system NOTE: Cafeteria wall sensor controls 2 Indoor Units but was not set up properly in field settings. This was causing false readings on Service Checker. Issue corrected 
- Addressed Outdoor Unit 
- Placed system into ‘Recovery’ mode and powered down
- Energized system and performed a hard reset 
- Verified proper addresses on Service Checker 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/6A4FAD5D-A62C-4F99-8266-BE240AAC82E0"

2023-03-23 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Finished insulating hallway BS box Indoor Units
- Installed additional hangers where necessary 
- Replaced MUA diffuser 
- Replaced ceiling tile
- Installed Daikin Service Checker 
- Looked into possible problematic Indoor Unit EEVs (1-02/ 1-07). Forced system into ‘Cooling’ mode and placed questionable Indoor Units into ‘Fan’ mode and allowed time for equalization. Found Indoor Unit readings normal (see XOI).
- Must return tomorrow to insulate electrical room FCU, clean out remaining garbage and materials, and perform a final walkthrough


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/A374CEBC-196C-4267-A148-7DE2C0B218B1"

2023-03-07 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Charged system with 63.77lbs of r410a
- Installed Daikin Service Checker
- Placed system into ‘Test’ mode (passed) and recorded data
- Installed Daikin Service Checker on existing D-Net and looked into existing systems/ Group addresses for TurnTide 
- Finished insulating piping in kitchen and installed additional hangers 
- Programmed and addressed wall sensors on new system (13)
- Cleaned kitchen 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/7CD449CA-04B2-4759-B9E7-B2DD1427D73F"

2023-03-17 00:00:00,"",SWIT001,SKYVIEW ES,22-10542,"Skyvue VRV Repipe 
BS Box
M# BS10Q54TAVJ
S# A000951
- Completed main piping insulation 
- Installed additional support hangers for main piping
- Cleaned site


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/39C64A50-1BAD-46E6-A6CD-2A774A822D99"

2023-03-16 00:00:00,"",SWIT001,SKYVIEW ES,23-02123,"Skyvue VRV DOA Inverter PCB
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Arrived on site and found wall sensors reading U4-01 error code (Communication error between Indoor and Outdoor Units)
- Checked phase monitors and found no power at Main OU phase monitor. No faults were present on Sub OU phase monitor.
- Checked breaker box and found breaker for Main OU tripped
- Switched off both breakers and locked out
- Inspected Main OU. NOTE: Found defective wiring connection from K1M Magnetic Contactor to A3P (Inverter) PCB. R72T Thermistor (Diode) and X900A molex plug from K1M were also damaged.
- Performed resistance test on compressor and verified compressor was not grounded. 
- Checked resistance between compressor windings (.3ohms)
- Generated a Parts/ Warranty XOI to replace:
(1) A2P (Noise Filter) PCB
(1) A3P (Inverter) PCB 
(1) K1M Magnetic Contactor
(1) R72T Thermistor (Diode)
(1) X900A molex
- Verified Sub OU electrical connections are tight


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/C374E5F3-905F-4DAC-BE02-2D9AC7E5516F"

2023-03-24 00:00:00,"",SWIT001,SKYVIEW ES,23-02123,"Skyvue VRV Board Replacement 
Main
M# REYQ144XATJB 
S# 2211026967
Sub
M# REYQ144XATJB 
S# 2211029254
- Replaced Inverter assembly (A3P, A4P, A5P), Magnetic Contactor (K1M) assembly, Thermistor (Diode) (A3P) (R72T), and Noise Filter PCB (A2P) on Main
- Energized system 
- Verified Indoor Unit and BS count (13)
- Placed system into ‘Recovery’ Mode for the night to allow operation of crankcase heaters. Will get system functioning in the morning.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/CC24DA2B-85FB-4C76-BFE0-D1565704E3AE"

2023-06-22 00:00:00,"",HKEN001,5205 LEESBURG P,23-04725,"SKYLINE TOWERS
OAU-1B

MN RN-070-3-0-EA09-3EB
SN 202110-BNGY95190

Went back to finish testing burner operations with my new manometer 
Had a second stage gas failure
2nd stage heat failure after electrical troubleshooting I came to find that the wires from gas valve 2A were going to 2B and vice versa. I landed the wire harnesses on there appropriate boards and all stages are now working Tested gas burner operations and adjusted gas valve manifold pressures.

Job complete. 
Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/3E6EE808-D367-4769-80F0-E331C7B62294"

2023-06-21 00:00:00,"",HKEN001,5205 LEESBURG P,23-04725,"SKYLINE TOWERS
OAU-1B

MN RN-070-3-0-EA09-3EB
SN 202110-BNGY95190

Arrived on site midway to the unit performed electrical tighten down on the unit

Checked free rotation of the fans

Configured unit for DOAS operations 
Configured set points 

Tested cooling operations of all 4 compressors.

Started testing burner operations and adjusting gas valve manifold pressures. 

Was unable to adjust all gas valves 
As it has been raining all day and in the course of adjusting manifold pressures I got some water in my manometer will pick one up from aireco and complete start up.

Performed electrical tighten down on OAU-1C once the rain got to hard to work on live power will finish Completing both start ups tomorrow. 

Job incomplete 


Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/09350E87-8325-4C45-8313-1759A27A3180"

2023-06-22 00:00:00,"",HKEN001,5205 LEESBURG P,23-04726,"SKYLINE TOWERS
OAU-1B

MN RN-050-3-0-EA09-3DB
SN 202110-BNGW95194

Arrived onsite went down to the mechanical room and powered on the disconnect for the unit.

Came up to unit verified power then turned unit disconnect on.

Configured unit for DOAS operations 
Configured set points.

Tested cooling operations of all 4 compressors.

Tested gas burner operations and adjusting gas valve manifold pressures. 

Removed jumper from BI2 to BI1
All units now running without emergency shut downs jumped out.

Checked out with poc Alvin 

Completed start up paperwork and 
submitted to the office.  

Job complete.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/1AB88F8C-9CD7-4692-81BF-5AE4B88E134A"

2023-04-24 00:00:00,MCKESSON CORPORATION,MCKE005,VA CANCER SPEC,23-02975,SK APPROVED CALLBACK.

2023-04-11 00:00:00,THE VENUE CONDOMINIUMS,THEV004,THE VENUE CONDO,23-02825,"SITE SURVEY:  service trip to check the units below. As well as a review of the 9th and 10th floor system. That grouping has had repeated issues keeping one half cool while the other side is using heat. 

605,906,1204 AND 1207"

2023-04-04 00:00:00,HAVTECH - WESTON GEARHART,HAVT059,CLOVERLAND,23-02644,"SITE OVERCHARGED UNIT- REMOVED SOME REFRIGERANT- 

NEED A RECOVERY CYLINDER AT AIRECO"

2023-03-15 00:00:00,BLUE RIDGE REGIONAL JAIL AUTHORITY,BLUE010,BRRJ AMHERST,23-01957,"SINGLE PM

**FILTERS ON WILL CALL AT TAFFCO (TIDEWATER AIR FILTRATION) QUANTITY OF 12**

Preventive Maintenance and Inspection Services
Under this agreement, Havtech will provide preventive maintenance and inspection labor

""	One time preventive maintenance visit per year in accordance with manufacturer recommendations, application demands, environmental factors, and the experience of Havtech technicians and service managers.
""	All work will be performed during normal Havtech working hours; 7:00 A.M. to 4:30 P.M. Monday-Friday
""	Preferential fast response, 24-hour emergency service over non-agreement customers
""	One (1) Service Technician on twenty-four (24) hour emergency service call
""	Service by Journeyman HVAC Technicians equipped with smart devices
""	Large in-house inventory and materials at our Columbia and Capitol Heights location
""	After Hours Call Center staffed with live operators to facilitate your needs
""	Pre-scheduled preventive maintenance inspections
""	General maintenance and cleaning materials
""	Refrigerant recovery and recycling by CFC certified technicians
""	Efficient, experienced office staff
""	Continuous technical training of service personnel
""	Full library of service reference materials
""	State of the art tools  instrumentation to analyze problems
""	GPS dispatched and monitored trucks
""	Electronic call summary resolutions e-mailed upon completion of work performed
""	Industry leading technology XOI applied to all inspections for documentation
""	Dedicated ASM, Field Supervisor, assigned lead technician and backup technicians to perform work

COMPREHENSIVE INSPECTION

Rooftop Unit Action List

General	""	Review general condition of equipment
""	Inspect all exterior doors and panels	""	Check door gaskets and seals
""	Provide documentation at inspection completion


Electrical	""	Visually inspect electrical cabinet
""	Tighten all connections
""	Check fuses for overload
""	Check operation of contactors and auxiliaries	""	Record amperage of electrical loads
""	Ensure unit controls are functioning properly




Mechanical	""	Replace air filters
""	Check supply fan operation
""	Grease bearings (if applies)
""	Check drive belt condition
""	Adjust tension
""	Check return/exhaust fan operation
""	Grease bearings
""	Check drive belt condition
""	Adjust tension	""	Exercise dampers open/closed
""	Check condenser fan operation
""	Ensure condenser blades placement in shroud
""	Inspect blades for stress cracks/conditions
""	Check fan guards are secure

Heat Wheel	
""	Inspect heat wheel
""	Inspect belt
""	Clean heat wheel	
""	Document amp draw at 100%
""	Verify operation and document entry and exiting air temperature.

Electric heat	""	Inspect and clean heating elements
""	Inspect all wiring connections
""	Inspection of contactors and relays	""	Check and record all voltage and amperage at full load
""	Verify operation and heat rise at 100%
 

PLEASE GET INFO LIKE MODEL/SERIAL NUMBERS/FILTERS FOR OTHER UNITS


ONSITE POC:
JASON HOLT
434-534-1798"

2023-02-20 00:00:00,CHURCH OF THE REDEEMER,CHUR001,CHUR001,23-01389,Shipped via FedEx with a tracking number of 187634882950

2023-04-19 00:00:00,HAVTECH - BRANDON CONHEIM,HAVT063,OUT OF THE FIRE,23-02873,"Ship Date:          4/15/23    13:22:38

Item Number      Customer Item    Description                   Qty  PO Number               Ord Nbr  Rls Nbr

2454735                           BODY/FOUR WAY VALVE             1  4106284                 6458520  5875756

Pro/Tracking Nbr:  1Z16V2A20395858683
To check the status of your shipment please click on the link below:
https://www.ups.com/track?loc=en_USrequester=QUICtracknum=1Z16V2A20395858683

PLEASE ALLOW 24 HOURS FOR TRACKING TO BE UPDATED IN THE SYSTEM


PO# 4106284"

2023-06-26 00:00:00,"",HMCC001,9990 LEE HWAY,23-05119,"SHERWOOD PLAZA
DAIKIN SCU-LEAK SEARCH/REPAIRS 

AHU 1W
M-SWT040C27ALPBEPB6AA
S-FBOU220601195
(CIRCUIT 3)

6/26/23-Tuan 
Arrived onsite met with POC and gain access to equipments

—pressurized system and perform leak search.
—found leak at compressor discharge piping 
—repair leak, pressurized system to 300 psi
—system seems to hold, start evacuation process 
—evacuated system to below 500 microns and verify system pass micron test 
—weight factory charges (12 lbs)
—check operation ok


COMPLETE 

—————

AHU 1E
M-SWT035C27ALPBEPB4AA
S-FBOU220601184

6/26/23-Tuan 

—noticed system makes loud noise when supply fan speed up
—open return door noise seems to go away.
—advised POC to leave return open to noise down
—advised POC system starved for air.


COMPLETE 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/4718B504-09A6-4AB9-A675-2A7E003A6BBC"

2023-05-18 00:00:00,"",STMA003,DIST 3 SHERIFFS,23-03636,"Sheriffs Office District 3
Install scr relay in Addison unit

Met with Chip at 630am. Waited for office to deliver boards on site. Boards arrived at 1145am and started replacement. 

Addison unit: Powered unit down and swapped 2 electric heat stage boards. Gave warranty parts back to delivery driver and continued checking operation. Unit operated in reheat and cool only. Electric heat in manual mode works but not in auto.

*When screen powers on, program works but actual settings and status are blank. 0dcv to serial communication. 

Asked customer for po for t&m to troubleshoot problem tomorrow, but was told quote only. 

Informed office quote completed but unit does not operate in heat mode mode and settings cannot be changed.

Addison unit
M#MAOA0072AAAAA2100
S#201205402-001

Job complete

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/A42676A1-C360-43D7-98D9-8412EDCF9BB8"

2023-05-19 00:00:00,"",STMA003,DIST 3 SHERIFFS,23-03931,"Sheriffs Office District 3
Fix wiring in condenser cabinet

Met with Chip at 630am. Continue troubleshooting communication issue.

Addison unit: Found control wiring in condenser cabinet chewed by mice. See xoi for pictures.

Customer supplied material to fix.
-Rewired 26 of 40 wires in control cabinet and landed to terminal strips.
-checked operation at controller inside garage and could not access settings.
-Addison said controller should be on whip at condenser. Reinstalled controller at unit and accessed settings.
-Set cool to 60f oat enable, heat enable at 55f, and dehum to 65f. Set supply air temp to 70f. Unit is controlled by outside air temp and uses reheat (refrigerant) to control supply air temp. Duct heater is not used above 55f outside air temp.

*Unit is output 65f supply air and customer is complaining of being cold and wants temp controlled to 70f.
*filters replaced by customer.

Addison unit
M#MAOA0072AAAAA2100
S#201205402-001

Job complete

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/C7E004E2-8A5A-4EF2-BA50-2B42B982A728"

2023-03-09 00:00:00,"STULTZ AIR TECHNOLOGY SYSTEMS, INC.",STUL001,WILLIS MANOR,23-01914,SEVERAL UNITS HEATER LIMITS TRIPPED AFTER BALANCING

2023-02-16 00:00:00,"Meso Scale Diagnostics, Inc.",MESO001,MESO002,23-00191,"setup the new secondary controller.  I have the replacement controller shipping to the service department. 
Please make sure you have the new controller prior to sending Tuan on 1/19.

2/6 rw - be sure to charge stratight time only for 1/27

2/16 rw - DAVE E said no charge for the controller. I don't see a PO anyway."

2023-04-04 00:00:00,"",BOZZ020,BOZZUTO THE BAN,23-01847,"Set up hoses and cleaned all VRV putdoor units with water wash
Cleaned up hoses and brought down to G1 where we cleaned daiken outdoors with water wash.
Replaced spark ignitors and flame rods on all four hot water boilers

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/7BF565E8-FAEF-4B06-A42A-7D76B62AFCAF"

2023-03-15 00:00:00,"",WILL030,BOLGER CENTER,23-01358,"Set up hose 
Cleaned coils on both carriers.
Performed electrical tighten down, checked contactors, capacitors, and connections.

Checked for alarms, Performed electrical tighten down, checked contactors, capacitors, and connections. Checked heat wheel, cleaned electrical cabinets.

Rtu 1b
Building pressure sensor fail alarm
Fan only
Econ minimal
SAT 66
RAT 64.2
Fan amps 4.2

Rtu 1A
Supply hum sensor alarm
Outdoor air humidity sensor alarm
Heating
Econ minimal
SAT 75.5
RAT 63.3
Fan amps 1.2

Cleaned up job site and brought tools down.

Will return tomorrow to continue.

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/F50C9747-5DA7-4982-995A-7A05A56B4ABF"

2023-01-19 00:00:00,HAVTECH - THOR FRASER,HAVT020,JHU WHITE MARSH,23-00496,"SET UP BACNET

1/19 RW - PER BRANDON, THOR HAS SAID HE WOULD PAY FOR THIS."

2023-03-21 00:00:00,ACES - DAVID ZIEGLER,ACES006,BOYS & GIRLS,23-02212,"SET POINT CHANGE FOR THE BALANCER THAT ARE LOW ON AIRFLOW


ONSITE POC:"

2023-04-24 00:00:00,ACES - BEN SABLAN,ACES008,SENTARA HEALTHY,23-03188,"SERVICE/TROUBLESHOOOT A NON FUNCTIONING HEATER ON A NEW KRUEGER VAV BOX



ONSITE POC:
DAVID BALIK
757-289-1102"

2023-06-30 00:00:00,RAGINGWIRE,RAGI001,VA3,23-05378,SERVICE REQUEST:  WE HAVE UNIT THAT IS NOT WORKING PROPERLY AT THE VA3 MAINT ENTRANCE GUARD SHACK IN OUR LOCATION.  MINISPLIT MOUNTED IN THE GUARD SHACK

2023-06-26 00:00:00,HAVTECH - TREY MCCANN,HMCC002,TRANSWESTERN,23-05147,SERVICE REQUEST:  TROUBLESHOOT 5TH FLOOR UNIT ISSUES

2023-01-19 00:00:00,Hanover Parkway Surgery Center,HANO001,HANOVER PARKWAY,23-00514,SERGIO REQ TO INVESTIGATE AAON RTU AND CARRIER SPLIT UNIT AFTER FLOOD ONSITE IN DECEMBER.

2023-06-06 00:00:00,"",CITY019,PUBLIC WORKS,23-03415,"Sergio lazo
6-6-2023

AAON / RTU 1 
M# RQ-005-3-V- E609-000
S# 201504-AYCE02094

Panasonic
Model# CU-4E24RBU
SERIAL# 6331800594

-Arrived on site met with POC, who gave me access to building a rooftop
-gathered up tools and make my way up to the roof
-Continue looking over here on unit double checking all pressures and setpoints
-found a Schrader valve that was leaking. I went ahead and replaced it.
-Then made my way down to the office to start looking over Panasonic split system
-Ran hoses up to the unit and clean condenser coils
-Located both indoor unit and cleaned washable filters
-One unit is missing the washable filters
-We will need to order new washable filters for one of the indoor units 
-Take down all electrical connections
-Check condenser pumps to make sure they were operating correctly
-Wipe down indoor and outdoor units
-Went through indoor unit to make sure they were getting to setpoint
-Job is complete

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/645407BF-FF60-419A-9497-AEC38A982744"

2023-06-05 00:00:00,"",CITY019,PUBLIC WORKS,23-03415,"Sergio Lazo
6-5-2023

AAON / RTU 1 
M# RQ-005-3-V- E609-000
S# 201504-AYCE02094

-Stopped at supply house to pick up filters
-Arrived on site met with POC, who gave me access to building a rooftop
-Gathered tools and ran water hose to roof where RTU 1 is located 
-Ran a hose up to the roof and started cleaning condenser coils
-Cleaned out condenser pan
-Powered down unit
-performed electrical tighten down, 
- changed filters, and added condensate tablets 
-Hooked up prism and refrigerant gauges 
-Monitored operation and calculated SH/SC readings 
-System seems to be operating normally at this time 
-Cleaned up job and checked out with POC
-Job incomplete 

Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/C14377D4-A642-4FA0-9894-87E00598E45D"

2023-06-30 00:00:00,"",ALEX001,WILLIAM RAMSAY,23-03257,"Sergio Lazo
6-30-2023

Arrived onsite with Jacob and checked in at front office. Gained access to building and rooftop. continued maintenance. Finished changing all Rtu filters and got old filters off rooftop and discarded them into onsite dumpster. Began going through units and doing electrical tighten down. we will be returning Monday to continue maintenance. Cleaned up workspace and checked out. 




Please use the following URL to view related photos/videos:
https://vision.xoeye.io/partners/havtech/activity/D571A95F-1F20-46CF-8C96-7A9AF8E37273"

2023-06-27 00:00:00,"",ALEX001,WILLIAM RAMSAY,23-03257,"Sergio Lazo
6-27-2023

Arrived onsite With Jacob and checked in at front office and gained access to building and rooftop gathered up their tools and made our way to the mechanical room to continue p.m. Changed filters in AHUs 2 and 3. Then made our way onto rooftop and made a completely new filter list because the school had all new rtus from rtu 1- Rtu 15. Once filter list was made, we went to multiple supply houses to get filters for jobsite. Once filters were on jobsite, we changed filters in ahu 1. As we were getting a filter count, notice that RTU 9 was an alarm for emergency shut down and RTU 13 had no power these issues. We will dress tomorrow when we return to continue p.m.

Please use the following URL to view related photos/videos:
